date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:40:14	537280/537280	---M--	200	added ('OK')	image/jpeg	etag:%221743f82c4ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-3.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-3.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:40:22	1553947/1553947	---M--	200	added ('OK')	image/jpeg	etag:%225981d754ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/ms-anupama-interacted-big-2.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/ms-anupama-interacted-big-2.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:42:27	824229/824229	---M--	200	added ('OK')	image/jpeg	etag:%22f59ed5384ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-4.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-4.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:44:41	828414/828414	---M--	200	added ('OK')	image/jpeg	etag:%2257752454ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-7.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-7.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:44:59	744028/744028	---M--	200	added ('OK')	image/jpeg	etag:%222b40d1554ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-9.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-9.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:46:17	482739/482739	---M--	200	added ('OK')	image/jpeg	etag:%2271b3bb24ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-11.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-11.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:46:17	598441/598441	---M--	200	added ('OK')	image/jpeg	etag:%222b574b44ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-10.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-10.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:47:03	794255/794255	---M--	200	added ('OK')	image/jpeg	etag:%223611a7b74ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-12.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-12.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:49:23	654610/654610	---M--	200	added ('OK')	image/jpeg	etag:%2224472ed24ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-17.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-17.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:49:36	625474/625474	---M--	200	added ('OK')	image/jpeg	etag:%22a4436dc84ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-16.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-16.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:49:37	726981/726981	---M--	200	added ('OK')	image/jpeg	etag:%2245f2d2d94ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-18.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-18.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:49:42	786023/786023	---M--	200	added ('OK')	image/jpeg	etag:%229da89fda4ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-19.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-19.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:50:51	473888/473888	---M--	200	added ('OK')	image/jpeg	etag:%22defdb6f44ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-24.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-24.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:52:57	581087/581087	---M--	200	added ('OK')	image/jpeg	etag:%221635bd1d4ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-29.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-29.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:52:58	597065/597065	---M--	200	added ('OK')	image/jpeg	etag:%22469c68134ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-27.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-27.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:53:02	674427/674427	---M--	200	added ('OK')	image/jpeg	etag:%22be763c144ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-26.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-26.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:53:09	813383/813383	---M--	200	added ('OK')	image/jpeg	etag:%22984164254ca3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-28.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/media-coverage-carlos-big-28.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:53:49	7567/7567	---M--	200	added ('OK')	image/jpeg	etag:%22ff66a04849a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-1.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-1.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:17	5121/5121	---M--	200	added ('OK')	image/jpeg	etag:%2259a9964a49a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-2.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-2.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:18	7670/7670	---M--	200	added ('OK')	image/jpeg	etag:%22b3e95f4a49a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-4.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-4.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:20	4906/4906	---M--	200	added ('OK')	image/jpeg	etag:%222dcf464b49a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-5.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-5.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:20	5534/5534	---M--	200	added ('OK')	image/jpeg	etag:%224add274b49a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-6.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-6.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:21	5431/5431	---M--	200	added ('OK')	image/jpeg	etag:%22a193f44b49a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-7.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-7.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:22	6149/6149	---M--	200	added ('OK')	image/jpeg	etag:%22c2c564c49a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-8.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-8.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:23	5954/5954	---M--	200	added ('OK')	image/jpeg	etag:%22b3eb8c4c49a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-9.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-9.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:24	5952/5952	---M--	200	added ('OK')	image/jpeg	etag:%22c029a54849a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-10.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-10.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:25	5829/5829	---M--	200	added ('OK')	image/jpeg	etag:%22688d94849a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-11.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/Convocation-Galgotias-big-11.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:28	15983/15983	---M--	200	added ('OK')	image/jpeg	etag:%225cedfe214ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/galgotias-university-toppers-th.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/galgotias-university-toppers-th.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:34	102879/102879	---M--	200	added ('OK')	image/jpeg	etag:%2248ff5b154ba3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/galgotias-university-toppers-big-1.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/galgotias-university-toppers-big-1.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:38	17482/17482	---M--	200	added ('OK')	image/jpeg	etag:%22d3554fe952a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-th.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-th.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:40	48668/48668	---M--	200	added ('OK')	image/jpeg	etag:%2298203fda52a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-3.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-3.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:42	48708/48708	---M--	200	added ('OK')	image/jpeg	etag:%229ec28edb52a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-4.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-4.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:44	31236/31236	---M--	200	added ('OK')	image/jpeg	etag:%2231a6b7e252a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-5.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-5.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:48	124651/124651	---M--	200	added ('OK')	image/jpeg	etag:%22dd76bfd152a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-1.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-1.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:49	37596/37596	---M--	200	added ('OK')	image/jpeg	etag:%22e93c70e252a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-6.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-6.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:51	72334/72334	---M--	200	added ('OK')	image/jpeg	etag:%22148ef5d752a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-2.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-2.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:52	48749/48749	---M--	200	added ('OK')	image/jpeg	etag:%22138dc3e252a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-7.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-7.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:56	46343/46343	---M--	200	added ('OK')	image/jpeg	etag:%22629cb4e852a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-8.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-8.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:58	50942/50942	---M--	200	added ('OK')	image/jpeg	etag:%229f4fb3e952a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-9.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-9.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:59	51871/51871	---M--	200	added ('OK')	image/jpeg	etag:%22f77bbad352a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-10.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/sports-meet-2012-big-10.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:54:59	13386/13386	---M--	200	added ('OK')	image/jpeg	etag:%22836b27db50a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-th.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-th.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:55:18	170919/170919	---M--	200	added ('OK')	image/jpeg	etag:%226570c324da3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-1.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-1.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
16:58:39	1248167/1248167	---M--	200	added ('OK')	image/jpeg	etag:%22577693b250a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-5.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-5.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:01:31	1307941/1307941	---M--	200	added ('OK')	image/jpeg	etag:%22c7c2a2df50a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-7.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-7.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:02:14	1335632/1335632	---M--	200	added ('OK')	image/jpeg	etag:%22124538ef50a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-9.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-9.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:06:55	1341258/1341258	---M--	200	added ('OK')	image/jpeg	etag:%22d6de18844da3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-14.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-14.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:07:40	1328535/1328535	---M--	200	added ('OK')	image/jpeg	etag:%22514dca8e4da3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-16.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-16.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:11:25	1325931/1325931	---M--	200	added ('OK')	image/jpeg	etag:%22acd156f04da3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-20.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-20.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:11:31	1301671/1301671	---M--	200	added ('OK')	image/jpeg	etag:%229b4ba16c4ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-23.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-23.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:11:33	1306400/1306400	---M--	200	added ('OK')	image/jpeg	etag:%22437cbd444ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-22.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-22.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:11:37	1367884/1367884	---M--	200	added ('OK')	image/jpeg	etag:%22639289354ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-21.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-21.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:12:16	276951/276951	---M--	200	added ('OK')	image/jpeg	etag:%22a2594a4c4ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-25.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-25.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:12:23	276951/276951	---M--	200	added ('OK')	image/jpeg	etag:%22b65a7d794ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-27.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-27.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:12:36	391847/391847	---M--	200	added ('OK')	image/jpeg	etag:%2288f6307b4ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-26.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-26.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:14:55	1304907/1304907	---M--	200	added ('OK')	image/jpeg	etag:%22f591f1724ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-24.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-24.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:15:53	1339894/1339894	---M--	200	added ('OK')	image/jpeg	etag:%2241c8fdc64ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-28.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-28.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:16:10	1321431/1321431	---M--	200	added ('OK')	image/jpeg	etag:%22af7326d04ea3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-30.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-30.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:18:20	1308380/1308380	---M--	200	added ('OK')	image/jpeg	etag:%2272f8dc234fa3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-31.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-31.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:18:28	1323707/1323707	---M--	200	added ('OK')	image/jpeg	etag:%22dbcc92b4fa3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-32.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-32.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:19:38	1399385/1399385	---M--	200	added ('OK')	image/jpeg	etag:%221e653f3d4fa3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-33.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-33.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:19:47	1322965/1322965	---M--	200	added ('OK')	image/jpeg	etag:%2232c6bd3b4fa3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-34.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-34.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:21:54	1325831/1325831	---M--	200	added ('OK')	image/jpeg	etag:%2299fe9734fa3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-35.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-35.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:22:00	1307071/1307071	---M--	200	added ('OK')	image/jpeg	etag:%22c3c3f8764fa3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-36.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-36.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:23:15	1342890/1342890	---M--	200	added ('OK')	image/jpeg	etag:%227c66bf834fa3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-37.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-37.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:23:29	1375156/1375156	---M--	200	added ('OK')	image/jpeg	etag:%22ace12c8f4fa3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-38.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-38.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:25:27	1280216/1280216	---M--	200	added ('OK')	image/jpeg	etag:%22743723b50a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-40.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-40.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:25:30	1343126/1343126	---M--	200	added ('OK')	image/jpeg	etag:%22a18d132a50a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-39.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-39.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:26:44	1303221/1303221	---M--	200	added ('OK')	image/jpeg	etag:%22add8344050a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-41.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-41.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:26:51	1267023/1267023	---M--	200	added ('OK')	image/jpeg	etag:%229ebfa9050a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-42.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/orientation-galgotias-big-42.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
17:26:54	15650/15650	---M--	200	added ('OK')	image/jpeg	etag:%224b91edb48a3d01:0%22	http://www.galgotiasuniversity.edu.in/images/gallery/800-galgotias-volunteers-th.jpg	C:/Users/Shivashish%20Ratnam/Desktop/scse-gu/gu/www.galgotiasuniversity.edu.in/images/gallery/800-galgotias-volunteers-th.jpg	(from http://www.galgotiasuniversity.edu.in/gallery.asp)
